-2.7485,1.999999993411014,0.50000000570623,0.9999999934110128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-2.7455,1.9999999893804605,0.5000000091967916,0.9999999893804595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-2.7425,1.999999983289617,0.5000000144716167,0.9999999832896164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-2.7395,1.9999999743279497,0.5000000222326482,0.9999999743279491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-2.7365,1.9999999614906077,0.5000000333501124,0.9999999614906073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-2.7335,1.9999999435862137,0.5000000488557721,0.9999999435862142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-2.7305,1.9999999192685063,0.5000000699155241,0.9999999192685082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-2.7275,1.999999887093843,0.5000000977796001,0.9999998870938462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-2.7245,1.9999998456014116,0.5000001337130995,0.9999998456014182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-2.7215,1.9999997934067646,0.5000001789149895,0.9999997934067766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-2.7185,1.9999997292933998,0.5000002344387916,0.9999997292934206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-2.7155,1.9999996522834738,0.5000003011313439,0.9999996522835072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-2.7125,1.9999995616689246,0.5000003796058453,0.9999995616689769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-2.7095,1.9999994569891855,0.5000004702611581,0.9999994569892654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
