-2.6985,1.9999996645265963,0.5000007461834927,0.9999966770987828,4.39853017026026e-06,-4.61136699007778e-06,3.7139074166232277e-06,-2.3778737593135715e-06,1.2381660547950892e-06,-5.32206915662266e-07,1.9019111718450007e-07,-5.617515229673486e-08,1.3192672749533366e-08,-2.094719944545286e-09
-2.6955,1.9999996387069539,0.50000080080433,0.9999964515762918,4.699490757335902e-06,-4.899203776723521e-06,3.91812726087546e-06,-2.486274596573532e-06,1.2801178360947617e-06,-5.427423766097692e-07,1.9090920929327557e-07,-5.545326296096085e-08,1.2826644581844733e-08,-2.0149523000849625e-09
-2.6925000000000003,1.9999996118610444,0.500000858843729,0.9999962112540206,5.019158732740927e-06,-5.20496399148991e-06,4.135105775018922e-06,-2.6014373087683017e-06,1.3246759137711007e-06,-5.539278252304834e-07,1.916689772478716e-07,-5.468518770086119e-08,1.2437429059708896e-08,-1.9301397499985235e-09
-2.6895000000000002,1.9999995837170526,0.5000009203613788,0.999995956035598,5.357792308906973e-06,-5.528901448949486e-06,4.364999646937385e-06,-2.723441684166798e-06,1.3718729446968805e-06,-5.657718964062828e-07,1.9247096573963797e-07,-5.387032534614379e-08,1.2024745682975267e-08,-1.8402248926069388e-09
-2.6865,1.9999995541106514,0.5000009854037086,0.9999956858368599,5.715561604277975e-06,-5.871173626819645e-06,4.607905869485936e-06,-2.852337645397463e-06,1.4217292392936722e-06,-5.782798927915396e-07,1.933155133466375e-07,-5.300831193674163e-08,1.1588421777662475e-08,-1.7451718512669758e-09
-2.6835,1.9999995229481629,0.5000010540030734,0.9999954006080164,6.092543665053549e-06,-6.2318416615646114e-06,4.863858494064187e-06,-2.988142750345944e-06,1.4742520896822107e-06,-5.91453712573819e-07,1.9420274143018609e-07,-5.209902280022799e-08,1.1128398369611694e-08,-1.6449683506195395e-09
-2.6805000000000003,1.999999490180738,0.5000011261769451,0.9999951003496094,6.488718530575365e-06,-6.610869814387194e-06,5.132825981437348e-06,-3.1308402585836704e-06,1.529435228099472e-06,-6.05291779643918e-07,1.951325449898832e-07,-5.114257538507815e-08,1.064473494675571e-08,-1.5396273010873336e-09
-2.6775,1.999999455788103,0.5000012019271872,0.9999947851229386,6.903966381771386e-06,-7.008124687693888e-06,5.414709222741607e-06,-3.28037776503555e-06,1.5872584277572723e-06,-6.197889835577609e-07,1.9610458576862104e-07,-5.013933220951752e-08,1.0137612991633915e-08,-1.4291879010057477e-09
-2.6745,1.999999419768873,0.5000012812394704,0.999994455056406,7.338065810592203e-06,-7.423374649231754e-06,5.7093402911768e-06,-3.436666365146926e-06,1.6476872563893678e-06,-6.349366401207112e-07,1.9711828784762011e-07,-4.9089902924474404e-08,9.607338185089004e-09,-1.3137163029809823e-09
-2.6715,1.9999993821348026,0.5000013640828721,0.9999941103490593,7.790693242898111e-06,-7.85628985733484e-06,6.016481970933121e-06,-3.59958031743123e-06,1.7106729904983544e-06,-6.507224818045727e-07,1.9817283591414087e-07,-4.7995144632724566e-08,9.054341204335592e-09,-1.1933058873304818e-09
-2.6685000000000003,1.9999993429072258,0.5000014504096859,0.9999937512721754,8.261423538736507e-06,-8.306443147855474e-06,6.335828095013857e-06,-3.7689571814068573e-06,1.776152695763835e-06,-6.671306841184812e-07,1.9926717632650792e-07,-4.6856159895048215e-08,8.479177063054204e-09,-1.0680771705280546e-09
-2.6655,1.9999993021147586,0.5000015401554543,0.9999933781693363,8.749731781467745e-06,-8.773311921495027e-06,6.667004708007702e-06,-3.944598418442068e-06,1.8440494762917564e-06,-6.841419311766129e-07,2.0040002104131103e-07,-4.567429212014325e-08,7.882522967362926e-09,-9.381773642401917e-10
