0,1,2,3,4,5
-1.1872909698996654,2.0,0.0,0.0,0.0,0.0
-1.1772575250836121,2.0,0.0,0.0,0.0,0.0
-1.1672240802675584,2.0,0.0,0.0,0.0,0.0
-1.1571906354515051,2.0,0.0,0.0,0.0,0.0
-1.1471571906354514,2.0,0.0,0.0,0.0,0.0
-1.1371237458193981,2.0,0.0,0.0,0.0,0.0
-1.1270903010033444,2.0,0.0,0.0,0.0,0.0
-1.117056856187291,2.0,0.0,0.0,0.0,0.0
-1.1070234113712374,2.0,0.0,0.0,0.0,0.0
-1.0969899665551839,2.0,0.0,0.0,0.0,0.0
-1.0869565217391304,2.0,0.0,0.0,0.0,0.0
-1.0769230769230769,2.0,0.0,0.0,0.0,0.0
-1.0668896321070234,2.0,0.0,0.0,0.0,0.0
-1.0568561872909699,2.0,0.0,0.0,0.0,0.0
-1.0468227424749164,2.0,0.0,0.0,0.0,0.0
-1.0367892976588629,2.0,0.0,0.0,0.0,0.0
-1.0267558528428093,2.0,0.0,0.0,0.0,0.0
-1.0167224080267558,2.0,0.0,0.0,0.0,0.0
-1.0066889632107023,2.0,0.0,0.0,0.0,0.0
-0.9966555183946488,2.0,0.0,0.0,0.0,0.0
-0.9866220735785953,2.0,0.0,0.0,0.0,0.0
-0.9765886287625418,2.0,0.0,0.0,0.0,0.0
-0.9665551839464883,2.0,0.0,0.0,0.0,0.0
-0.9565217391304348,2.0,0.0,0.0,0.0,0.0
-0.9464882943143813,2.0,0.0,0.0,0.0,0.0
-0.9364548494983278,2.0,0.0,0.0,0.0,0.0
-0.9264214046822743,2.0,0.0,0.0,0.0,0.0
-0.9163879598662208,2.0,0.0,0.0,0.0,0.0
-0.9063545150501673,2.0,0.0,0.0,0.0,0.0
-0.8963210702341138,2.0,0.0,0.0,0.0,0.0
-0.8862876254180603,2.0,0.0,0.0,0.0,0.0
-0.8762541806020065,2.0,0.0,0.0,0.0,0.0
-0.866220735785953,2.0,0.0,0.0,0.0,0.0
-0.8561872909698995,2.0,0.0,0.0,0.0,0.0
-0.846153846153846,2.0,0.0,0.0,0.0,0.0
-0.8361204013377925,2.0,0.0,0.0,0.0,0.0
-0.826086956521739,2.0,0.0,0.0,0.0,0.0
-0.8160535117056855,2.0,0.0,0.0,0.0,0.0
-0.806020066889632,2.0,0.0,0.0,0.0,0.0
-0.7959866220735785,2.0,0.0,0.0,0.0,0.0
-0.785953177257525,2.0,0.0,0.0,0.0,0.0
-0.7759197324414715,2.0,0.0,0.0,0.0,0.0
-0.765886287625418,2.0,0.0,0.0,0.0,0.0
-0.7558528428093645,2.0,0.0,0.0,0.0,0.0
-0.745819397993311,2.0,0.0,0.0,0.0,0.0
-0.7357859531772575,2.0,0.0,0.0,0.0,0.0
-0.725752508361204,2.0,0.0,0.0,0.0,0.0
-0.7157190635451505,2.0,0.0,0.0,0.0,0.0
-0.705685618729097,2.0,0.0,0.0,0.0,0.0
-0.6956521739130435,2.0,0.0,0.0,0.0,0.0
-0.68561872909699,2.0,0.0,0.0,0.0,0.0
-0.6755852842809364,2.0,0.0,0.0,0.0,0.0
-0.6655518394648829,2.0,0.0,0.0,0.0,0.0
-0.6555183946488294,2.0,0.0,0.0,0.0,0.0
-0.6454849498327759,2.0,0.0,0.0,0.0,0.0
-0.6354515050167224,2.0,0.0,0.0,0.0,0.0
-0.6254180602006689,2.0,0.0,0.0,0.0,0.0
-0.6153846153846154,2.0,0.0,0.0,0.0,0.0
-0.6053511705685619,2.0,0.0,0.0,0.0,0.0
-0.5953177257525084,2.0,0.0,0.0,0.0,0.0
-0.5852842809364549,2.0,0.0,0.0,0.0,0.0
-0.5752508361204014,2.0,0.0,0.0,0.0,0.0
-0.5652173913043479,2.0,0.0,0.0,0.0,0.0
-0.5551839464882944,2.0,0.0,0.0,0.0,0.0
-0.5451505016722407,2.0,0.0,0.0,0.0,0.0
-0.5351170568561872,2.0,0.0,0.0,0.0,0.0
-0.5250836120401337,2.0,0.0,0.0,0.0,0.0
-0.5150501672240801,1.9999999999999998,3.5508810344910603e-16,0.0,0.0,0.0
-0.5050167224080266,1.9999999999999827,2.4431949083781517e-14,0.0,0.0,0.0
-0.49498327759197314,1.999999999999428,8.091443678778159e-13,0.0,0.0,0.0
-0.48494983277591963,1.9999999999877156,1.737268850913469e-11,0.0,0.0,0.0
-0.4749163879598661,1.999999999808083,2.714115846947067e-10,0.0,0.0,0.0
-0.4648829431438126,1.9999999976766138,3.2857644254384506e-09,0.0,0.0,0.0
-0.4548494983277591,1.999999977334501,3.205385595806499e-08,0.0,0.0,0.0
-0.4448160535117056,1.9999998170922522,2.5867059135608206e-07,0.0,0.0,0.0
-0.4347826086956521,1.9999987563731263,1.7587528275589063e-06,0.0,0.0,0.0
-0.4247491638795986,1.999992782077213,1.020764659864496e-05,0.0,0.0,0.0
-0.4147157190635451,1.9999639096023247,5.103862338291791e-05,0.0,0.0,0.0
-0.4046822742474916,1.9998435829317627,0.00022119076548742132,0.0,0.0,0.0
-0.3946488294314381,1.9994103430388952,0.000833677115108204,0.0,0.0,0.0
-0.3846153846153846,1.9980642994950484,0.0027351744239577517,0.0,0.0,0.0
-0.3745819397993311,1.994470442427553,0.007801747303074461,0.0,0.0,0.0
-0.36454849498327757,1.9862773646567045,0.019298322536300108,0.0,0.0,0.0
-0.35451505016722407,1.9704425696471246,0.0413122406988116,0.0,0.0,0.0
-0.34448160535117056,1.944630597467974,0.07662777373963689,0.0,0.0,0.0
-0.33444816053511706,1.9091151915648459,0.1240712598128362,0.0,0.0,0.0
-0.32441471571906355,1.8673866868169564,0.17809386053660292,0.0,0.0,0.0
-0.31438127090301005,1.8243757811514119,0.23178673855125143,0.0,0.0,0.0
-0.30434782608695654,1.7837795503354665,0.2805695475726889,0.0,0.0,0.0
-0.29431438127090304,1.7469013039461068,0.3232612631416646,0.0,0.0,0.0
-0.28428093645484953,1.7133801155464357,0.36071054278140363,0.0,0.0,0.0
-0.274247491638796,1.6824001408433331,0.39416327099644066,0.0,0.0,0.0
-0.2642140468227425,1.653354607886095,0.4245102816328767,0.0,0.0,0.0
-0.254180602006689,1.6259597436917177,0.4522247833093532,0.0,0.0,0.0
-0.2441471571906355,1.6001584776565887,0.47751580892107026,0.0,0.0,0.0
-0.23411371237458178,1.5760203895052511,0.5004595629297608,0.0,0.0,0.0
-0.22408026755852828,1.5536841287823955,0.5210697356115881,0.0,0.0,0.0
-0.21404682274247477,1.5333269726504808,0.5393313445866715,0.0,0.0,0.0
-0.20401337792642127,1.51514193764039,0.5552214409297174,0.0,0.0,0.0
-0.19397993311036776,1.4993116233967898,0.568728004549131,0.0,0.0,0.0
-0.18394648829431426,1.4859752383894376,0.5798706859990684,0.0,0.0,0.0
-0.17391304347826075,1.475190941621292,0.5887228141749308,0.0,0.0,0.0
-0.16387959866220725,1.4669011299509436,0.5954307129760887,0.0,0.0,0.0
-0.15384615384615374,1.46091261190114,0.6002235429507017,0.0,0.0,0.0
-0.14381270903010024,1.4569036163634974,0.6034063667662656,0.0,0.0,0.0
-0.13377926421404673,1.4544624842027976,0.6053330451436746,0.0,0.0,0.0
-0.12374581939799323,1.4531499025797328,0.6063636957942702,0.0,0.0,0.0
-0.11371237458193972,1.4525646584316858,0.606819675883283,0.0,0.0,0.0
-0.10367892976588622,1.4523907538281533,0.606951376984368,0.0,0.0,0.0
-0.09364548494983271,1.4524137451393404,0.6069279208318441,0.0,0.0,0.0
-0.08361204013377921,1.4525093496307475,0.6068471236621288,0.0,0.0,0.0
-0.0735785953177257,1.4526174985356382,0.6067562348861083,0.0,0.0,0.0
-0.0635451505016722,1.4527155590114516,0.6066730812522536,0.0,0.0,0.0
-0.05351170568561869,1.452798577195038,0.6066015790539147,0.0,0.0,0.0
-0.04347826086956519,1.4528679587051232,0.606540603698409,0.0,0.0,0.0
-0.03344481605351168,1.4529264085492135,0.60648798928145,0.0,0.0,0.0
-0.02341137123745818,1.4529762822133896,0.6064418591696759,0.0,0.0,0.0
-0.013377926421404673,1.4530193219546133,0.6064008301816238,0.0,0.0,0.0
-0.0033444816053511683,1.4530567778572432,0.6063638967645417,0.0,0.0,0.0
0.006688963210702337,1.453089564335091,0.606330307808328,0.0,0.0,0.0
0.016722408026756064,1.4531183714704088,0.606299490690663,0.0,0.0,0.0
0.026755852842809347,1.4531437314039113,0.6062709994642574,0.0,0.0,0.0
0.036789297658863074,1.453166061013493,0.6062444767603522,0.0,0.0,0.0
0.04682274247491636,1.4531856949837427,0.6062196286452574,0.0,0.0,0.0
0.056856187290970084,1.4532029087765699,0.6061962044720972,0.0,0.0,0.0
0.06688963210702337,1.4532179322970753,0.6061739807074236,0.0,0.0,0.0
0.0769230769230771,1.4532309614598269,0.6061527565904347,0.0,0.0,0.0
0.08695652173913038,1.4532421669227356,0.6061323549111935,0.0,0.0,0.0
0.0969899665551841,1.4532516932893789,0.6061126120180006,0.0,0.0,0.0
0.10702341137123739,1.4532596566517586,0.6060933658542434,0.0,0.0,0.0
0.11705685618729111,1.4532661570917442,0.6060744663318866,0.0,0.0,0.0
0.1270903010033444,1.4532712992026942,0.606055798562029,0.0,0.0,0.0
0.13712374581939812,1.4532751921080451,0.6060372779076487,0.0,0.0,0.0
0.1471571906354514,1.4532779248616687,0.6060188081523256,0.0,0.0,0.0
0.15719063545150513,1.4532795498102975,0.6060002470407069,0.0,0.0,0.0
0.16722408026755842,1.4532800895830338,0.6059814130010632,0.0,0.0,0.0
0.17725752508361214,1.4532795423104206,0.6059621123019278,0.0,0.0,0.0
0.18729096989966543,1.4532778925522913,0.605942184311029,0.0,0.0,0.0
0.19732441471571915,1.4532751835922482,0.6059216208665297,0.0,0.0,0.0
0.20735785953177244,1.453271460507613,0.6059004580583909,0.0,0.0,0.0
0.21739130434782616,1.4532659788029105,0.6058774768010798,0.0,0.0,0.0
0.22742474916387945,1.4532566608329078,0.6058492645093836,0.0,0.0,0.0
0.23745819397993317,1.4532458396840993,0.6058195371043789,0.0,0.0,0.0
0.2474916387959869,1.4532522544377546,0.6058186554239674,0.0,0.0,0.0
0.2575250836120402,1.4532820799557227,0.6058565466293837,0.0,0.0,0.0
0.2675585284280939,1.4531981462318915,0.6057107288628506,0.0,0.0,0.0
0.2775919732441472,1.4527651575186291,0.6049990252144136,0.0,0.0,0.0
0.2876254180602009,1.4526868055743642,0.6048644605890383,0.0,0.0,0.0
0.2976588628762542,1.4556547811228597,0.6096740944849776,0.0,0.0,0.0
0.30769230769230793,1.4599827875751252,0.6167138427440988,0.0,0.0,0.0
0.3177257525083612,1.4435708394346045,0.5901250319545248,0.0,0.0,0.0
0.32775919732441494,1.3717083865769364,0.47787813409809154,0.0,0.0,0.0
0.3377926421404682,1.2484828449459986,0.29905944237198123,0.0,0.0,0.0
0.34782608695652195,1.1290719988510647,0.14370292980862204,0.0,0.0,0.0
0.35785953177257523,1.0545018456944657,0.057235568330784845,0.0,0.0,0.0
0.36789297658862896,1.0202159238836364,0.020601304037541457,0.0,0.0,0.0
0.37792642140468224,1.0069677631895004,0.007014178689679891,0.0,0.0,0.0
0.38795986622073597,1.0022827787631932,0.0022878149232991238,0.0,0.0,0.0
0.39799331103678925,1.0007124811171002,0.0007129771764766586,0.0,0.0,0.0
0.408026755852843,1.0002103814756182,0.00021042527107885192,0.0,0.0,0.0
0.41806020066889626,1.000058141073739,5.814446653571969e-05,0.0,0.0,0.0
0.42809364548495,1.0000148489922667,1.4849217132910997e-05,0.0,0.0,0.0
0.4381270903010033,1.0000034554681612,3.455480555267715e-06,0.0,0.0,0.0
0.448160535117057,1.0000007210678081,7.210683583659652e-07,0.0,0.0,0.0
0.4581939799331103,1.0000001324264862,1.3242650522794769e-07,0.0,0.0,0.0
0.468227424749164,1.0000000209164128,2.091641319169698e-08,0.0,0.0,0.0
0.4782608695652173,1.0000000027568514,2.7568513771031494e-09,0.0,0.0,0.0
0.488294314381271,1.0000000002906169,2.906169660553372e-10,0.0,0.0,0.0
0.4983277591973243,1.0000000000229408,2.2940828248857905e-11,0.0,0.0,0.0
0.508361204013378,1.0000000000012041,1.2040958340239941e-12,0.0,0.0,0.0
0.5183946488294313,1.0000000000000315,3.150058675028497e-14,0.0,0.0,0.0
0.528428093645485,1.0,0.0,0.0,0.0,0.0
0.5384615384615383,1.0,0.0,0.0,0.0,0.0
0.548494983277592,1.0,0.0,0.0,0.0,0.0
0.5585284280936453,1.0,0.0,0.0,0.0,0.0
0.5685618729096991,1.0,0.0,0.0,0.0,0.0
0.5785953177257528,1.0,0.0,0.0,0.0,0.0
0.5886287625418061,1.0,0.0,0.0,0.0,0.0
0.5986622073578598,1.0,0.0,0.0,0.0,0.0
0.6086956521739131,1.0,0.0,0.0,0.0,0.0
0.6187290969899668,1.0,0.0,0.0,0.0,0.0
0.6287625418060201,1.0,0.0,0.0,0.0,0.0
0.6387959866220738,1.0,0.0,0.0,0.0,0.0
0.6488294314381271,1.0,0.0,0.0,0.0,0.0
0.6588628762541808,1.0,0.0,0.0,0.0,0.0
0.6688963210702341,1.0,0.0,0.0,0.0,0.0
0.6789297658862878,1.0,0.0,0.0,0.0,0.0
0.6889632107023411,1.0,0.0,0.0,0.0,0.0
0.6989966555183948,1.0,0.0,0.0,0.0,0.0
0.7090301003344481,1.0,0.0,0.0,0.0,0.0
0.7190635451505019,1.0,0.0,0.0,0.0,0.0
0.7290969899665551,1.0,0.0,0.0,0.0,0.0
0.7391304347826089,1.0,0.0,0.0,0.0,0.0
0.7491638795986622,1.0,0.0,0.0,0.0,0.0
0.7591973244147159,1.0,0.0,0.0,0.0,0.0
0.7692307692307692,1.0,0.0,0.0,0.0,0.0
0.7792642140468229,1.0,0.0,0.0,0.0,0.0
0.7892976588628762,1.0,0.0,0.0,0.0,0.0
0.7993311036789299,1.0,0.0,0.0,0.0,0.0
0.8093645484949832,1.0,0.0,0.0,0.0,0.0
0.8193979933110369,1.0,0.0,0.0,0.0,0.0
0.8294314381270902,1.0,0.0,0.0,0.0,0.0
0.8394648829431439,1.0,0.0,0.0,0.0,0.0
0.8494983277591972,1.0,0.0,0.0,0.0,0.0
0.8595317725752509,1.0,0.0,0.0,0.0,0.0
0.8695652173913042,1.0,0.0,0.0,0.0,0.0
0.8795986622073579,1.0,0.0,0.0,0.0,0.0
0.8896321070234112,1.0,0.0,0.0,0.0,0.0
0.899665551839465,1.0,0.0,0.0,0.0,0.0
0.9096989966555187,1.0,0.0,0.0,0.0,0.0
0.919732441471572,1.0,0.0,0.0,0.0,0.0
0.9297658862876257,1.0,0.0,0.0,0.0,0.0
0.939799331103679,1.0,0.0,0.0,0.0,0.0
0.9498327759197327,1.0,0.0,0.0,0.0,0.0
0.959866220735786,1.0,0.0,0.0,0.0,0.0
0.9698996655518397,1.0,0.0,0.0,0.0,0.0
0.979933110367893,1.0,0.0,0.0,0.0,0.0
0.9899665551839467,1.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0
