0,1,2,3,4,5,6,7
-2.0,1.0,0.9671893636682638,-0.09664148896684494,0.0,0.0,0.0,0.0
-1.9899749373433584,1.0,0.9671893636682638,-0.09664148896684494,0.0,0.0,0.0,0.0
-1.9799498746867168,1.0,0.9671893636682638,-0.09664148896684494,0.0,0.0,0.0,0.0
-1.9699248120300752,1.0,0.9671893636682638,-0.09664148896684494,0.0,0.0,0.0,0.0
-1.9598997493734336,1.0,0.9671893636682638,-0.09664148896684494,0.0,0.0,0.0,0.0
-1.949874686716792,1.0,0.9671893636682638,-0.09664148896684494,0.0,0.0,0.0,0.0
-1.9398496240601504,1.0,0.9671893636682638,-0.09664148896684494,0.0,0.0,0.0,0.0
-1.9298245614035088,1.0,0.9671893636682638,-0.09664148896684494,0.0,0.0,0.0,0.0
-1.9197994987468672,1.0,0.9671893636682638,-0.09664148896684494,0.0,0.0,0.0,0.0
-1.9097744360902256,1.0,0.9671893636682638,-0.09664148896684494,0.0,0.0,0.0,0.0
-1.899749373433584,1.0,0.9671893636682638,-0.09664148896684494,0.0,0.0,0.0,0.0
-1.8897243107769424,1.0,0.9671893636682638,-0.09664148896684494,0.0,0.0,0.0,0.0
-1.8796992481203008,1.0,0.9671893636682638,-0.09664148896684494,0.0,0.0,0.0,0.0
-1.8696741854636592,1.0,0.9671893636682638,-0.09664148896684494,0.0,0.0,0.0,0.0
-1.8596491228070176,1.0,0.9671893636682638,-0.09664148896684494,0.0,0.0,0.0,0.0
-1.849624060150376,1.0,0.9671893636682638,-0.09664148896684494,0.0,0.0,0.0,0.0
-1.8395989974937343,1.0,0.9671893636682638,-0.09664148896684494,0.0,0.0,0.0,0.0
-1.8295739348370927,1.0,0.9671893636682638,-0.09664148896684494,0.0,0.0,0.0,0.0
-1.8195488721804511,1.0,0.9671893636682638,-0.09664148896684494,0.0,0.0,0.0,0.0
-1.8095238095238095,1.0,0.9671893636682638,-0.09664148896684494,0.0,0.0,0.0,0.0
-1.799498746867168,1.0,0.9671893636682638,-0.09664148896684494,0.0,0.0,0.0,0.0
-1.7894736842105263,1.0,0.9671893636682638,-0.09664148896684494,0.0,0.0,0.0,0.0
-1.7794486215538847,1.0,0.9671893636682638,-0.09664148896684494,0.0,0.0,0.0,0.0
-1.7694235588972431,1.0,0.9671893636682638,-0.09664148896684494,0.0,0.0,0.0,0.0
-1.7593984962406015,1.0,0.9671893636682638,-0.09664148896684494,0.0,0.0,0.0,0.0
-1.74937343358396,1.0,0.9671893636682638,-0.09664148896684494,0.0,0.0,0.0,0.0
