-0.9975,2.0,0.0,0.0
-0.9925,2.0,0.0,0.0
-0.9875,2.0,0.0,0.0
-0.9825,2.0,0.0,0.0
-0.9775,2.0,0.0,0.0
-0.9725,2.0,0.0,0.0
-0.9675,2.0,0.0,0.0
-0.9625,2.0,0.0,0.0
-0.9575,2.0,2.230015931445529e-49,-1.2632555664228472e-49
-0.9525,2.0,3.0423271420637682e-46,-1.7250857207261219e-46
-0.9475,2.0,3.674997547422106e-43,-2.0840893967378904e-43
-0.9425,2.0,1.5482195790072714e-40,-8.797906916433836e-41
-0.9375,2.0,2.4025435066228316e-38,-1.3726079324293024e-38
-0.9325,2.0,2.898674944995258e-36,-1.6600688799350574e-36
-0.9275,2.0,7.846995976278189e-34,-4.466908909529072e-34
-0.9225,2.0,1.070352223983871e-31,-6.122202601634782e-32
-0.9175,2.0,1.2210923989346604e-29,-6.997550545179174e-30
-0.9125,2.0,1.3348753020605228e-27,-7.653349285205563e-28
-0.9075,2.0,1.4498420444893856e-25,-8.312565439910586e-26
-0.9025,2.0,1.5730606223768133e-23,-9.014313711487104e-24
-0.8975,2.0,6.944408276893034e-22,-4.042053215216886e-22
-0.8925,2.0,5.865490392083072e-20,-3.302226483856685e-20
-0.8875,2.0,2.243187532926499e-18,-1.1934834820552907e-18
-0.8825000000000001,1.9999999999999998,9.034927109470334e-17,-3.131388306880811e-17
-0.8775,1.9999999999999993,4.6044457567563275e-16,-1.6999417478828454e-16
-0.8725,1.9999999999999971,1.884598769373128e-15,-7.223654502342384e-16
-0.8674999999999999,1.9999999999999885,7.462223376844292e-15,-2.9100376014633483e-15
-0.8625,1.9999999999999565,2.847992135619567e-14,-1.1231310262859443e-14
-0.8575,1.9999999999998423,1.0324715984849896e-13,-4.119222624801166e-14
-0.8525,1.9999999999994569,3.554238565565696e-13,-1.4355350498730777e-13
-0.8475,1.9999999999982192,1.1646983980509577e-12,-4.763287209472318e-13
-0.8425,1.9999999999944307,3.640211292596725e-12,-1.5077910721949142e-12
-0.8375,1.9999999999833542,1.0871672221852972e-11,-4.561748942040047e-12
-0.8325,1.999999999952371,3.1082300023495355e-11,-1.3214651815863288e-11
-0.8275,1.9999999998693152,8.521285720394069e-11,-3.6714496708000675e-11
-0.8225,1.9999999996556181,2.2436008567801739e-10,-9.798288821473469e-11
-0.8175,1.9999999991271282,5.681537499474009e-10,-2.515500476648461e-10
-0.8125,1.9999999978691758,1.385663279815465e-09,-6.220871232201376e-10
-0.8075,1.999999994983639,3.2589500801230226e-09,-1.4838378874119314e-09
-0.8025,1.9999999885975046,7.4003324367664835e-09,-3.4178609896126943e-09
-0.7975,1.999999974945897,1.624335160581238e-08,-7.611163686038204e-09
-0.7925,1.9999999467280403,3.4500340967086004e-08,-1.6403904962436863e-08
-0.7875,1.9999998902738674,7.09814040087521e-08,-3.425240760504809e-08
-0.7825,1.9999997808487993,1.4160201425044136e-07,-6.936022719593337e-08
-0.7775,1.999999575172109,2.7416391976771555e-07,-1.3633743579478383e-07
-0.7725,1.999999199954496,5.15660268015779e-07,-2.6037440674218736e-07
-0.7675,1.9999985350195804,9.430003436997488e-07,-4.835470620591027e-07
-0.7625,1.9999973894332164,1.67812603452152e-06,-8.739812999219443e-07
-0.7575000000000001,1.9999954691162123,2.9084422544599263e-06,-1.538659269010818e-06
-0.7525,1.999992334761866,4.913243377679521e-06,-2.6406042869411936e-06
-0.7475,1.9999873496095135,8.096332615257684e-06,-4.42098658229668e-06
-0.7424999999999999,1.9999796177882923,1.3024274025785186e-05,-7.226308169509632e-06
-0.7375,1.9999679155192698,2.0468707398501136e-05,-1.1540232425323696e-05
-0.7324999999999999,1.999950619329629,3.144997702898254e-05,-1.8018837697539715e-05
-0.7275,1.9999256373634389,4.727812646121679e-05,-2.7527155885484892e-05
-0.7224999999999999,1.99989035155036,6.958629958057699e-05,-4.117391725979717e-05
-0.7175,1.9998415794465036,0.00010035099918250898,-6.03406147041628e-05
-0.7125,1.9997755646376065,0.00014189370617882535,-8.670049869610253e-05
-0.7075,1.9996880034395834,0.00019685920602714946,-0.000122223083774343
-0.7025,1.9995741131672975,0.0002681676367815086,-0.00016916030632185524
-0.6975,1.9994287436187248,0.0003589396509986979,-0.00023001165909832192
-0.6925,1.9992465290230756,0.0004723969088956462,-0.00030746737246236354
-0.6875,1.9990220731013832,0.000611743015052159,-0.00040433084018081565
-0.6825,1.9987501557546317,0.0007800325467270585,-0.0005234237359051866
-0.6775,1.9984259468663426,0.0009800375991771849,-0.0006674793251685875
-0.6725,1.9980452112682916,0.0012141220014420234,-0.0008390310456821272
-0.6675,1.9976044893048464,0.0014841329104038072,-0.0010403042683104536
-0.6625,1.9971012395863568,0.0017913179359330005,-0.0012731191329103501
-0.6575,1.9965339341147332,0.0021362735215255924,-0.0015388114780795895
-0.6525000000000001,1.9959021004637196,0.002518927359535951,-0.0018381772792253688
-0.6475,1.9952063104767854,0.002938554564414876,-0.0021714439016690575
-0.6425000000000001,1.994448119399455,0.0033938245454200227,-0.0025382691465920953
-0.6375,1.9936299629946612,0.003882873315582065,-0.00293776680580456
-0.6325000000000001,1.9927550226739739,0.004403394535279534,-0.003368555497785814
-0.6275,1.9918270698751195,0.004952741984598416,-0.0038288261160060936
-0.6225,1.9908503008525669,0.005528036353174932,-0.004316422384430919
-0.6174999999999999,1.9898291718647365,0.0061262701237372996,-0.0048289288106231855
-0.6125,1.9887682426366171,0.0067444057698493225,-0.0053637607199422625
-0.6074999999999999,1.9876720331479212,0.007379464358728356,-0.005918251974348906
-0.6025,1.9865448954027172,0.00802860384520799,-0.006489737343050359
-0.5974999999999999,1.985390897985279,0.008689188795823519,-0.0070756282213936105
-0.5925,1.9842137169842669,0.009358855940293561,-0.007673482420617212
-0.5875,1.9830165224023886,0.01003558272920379,-0.008281071003690613
-0.5825,1.9818018447342707,0.010717768804153571,-0.008896447518412617
-0.5775,1.9805714025213939,0.011404342615172284,-0.009518027297858061
