-0.9975,2.999999999999881,6.87239688843872e-14,-3.1087345008869046e-18,-5.165814467403416e-18,-7.230006689170079e-18,-9.243894929068975e-18
-0.9925,2.999999999999691,1.7841633313783282e-13,-7.358935861007205e-18,-1.2229616328506152e-17,-1.7116580451888703e-17,-2.1888381442390854e-17
-0.9875,2.999999999999189,4.681147397608785e-13,-1.943324971827541e-17,-3.229478798971709e-17,-4.519969077547338e-17,-5.779786886510543e-17
-0.9825,2.9999999999979234,1.1989745617728362e-12,-5.0577190800151916e-17,-8.404693833213e-17,-1.1763128828436801e-16,-1.5040490225476666e-16
-0.9775,2.9999999999948095,2.9966223942950246e-12,-1.285710576964829e-16,-2.1364330259857012e-16,-2.990115953086085e-16,-3.822851870923097e-16
-0.9725,2.9999999999873346,7.312090965173897e-12,-3.191958677918663e-16,-5.303731847224896e-16,-7.422975493245177e-16,-9.489352119857257e-16
-0.9675,2.999999999969813,1.7428279712686637e-11,-7.742716534037103e-16,-1.2864568344506298e-15,-1.800484281506146e-15,-2.3014720375303466e-15
-0.9625,2.9999999999296914,4.0592400270076294e-11,-1.835884597327804e-15,-3.0501700279243823e-15,-4.268897525924415e-15,-5.456177896320064e-15
-0.9575,2.999999999839913,9.242558619251509e-11,-4.25698177563867e-15,-7.072231555026553e-15,-9.897958497028731e-15,-1.2649499254794272e-14
-0.9525,2.999999999643518,2.0581313959658757e-10,-9.657018133499973e-15,-1.6042531111793466e-14,-2.2452227259495664e-14,-2.869065436139593e-14
-0.9475,2.99999999922336,4.4838952069665417e-10,-2.1440856483862082e-14,-3.561609035894052e-14,-4.9845971781989987e-14,-6.368875103451498e-14
-0.9425,2.999999998343979,9.560959835483797e-10,-4.660861635515044e-14,-7.741830529838723e-14,-1.0834893890561382e-13,-1.3842266486000814e-13
-0.9375,2.999999996542733,1.9960364253569617e-09,-9.923786014099049e-14,-1.6482655952465163e-13,-2.306775156348328e-13,-2.9466994154431524e-13
-0.9325,2.999999992930749,4.081397171128223e-09,-2.0702992819739493e-13,-3.438383036284018e-13,-4.812040586293766e-13,-6.146189392727152e-13
-0.9275,2.999999985837645,8.176563823666042e-09,-4.233374206802179e-13,-7.030367416891786e-13,-9.838975547910825e-13,-1.256523409718157e-12
-0.9225,2.999999972192419,1.6054562690807577e-08,-8.487646969296427e-13,-1.4094438314061502e-12,-1.9724969326273785e-12,-2.5187145000736264e-12
-0.9175,2.9999999464700378,3.09052402003378e-08,-1.6690940524489888e-12,-2.771463638680761e-12,-3.878593968760902e-12,-4.9519536911807916e-12
-0.9125,2.999999898941351,5.834566401489584e-08,-3.2203982763210924e-12,-5.346931476021001e-12,-7.482835157633033e-12,-9.552250841273226e-12
-0.9075,2.9999998128342105,1.0805913353472203e-07,-6.098359316650014e-12,-1.0124495367402467e-11,-1.4168739717420436e-11,-1.8084460455445493e-11
-0.9025,2.99999965983742,1.9639094359611855e-07,-1.1337770676516928e-11,-1.8821403768510832e-11,-2.633940534060413e-11,-3.3613402320306454e-11
-0.8975,2.999999393149617,3.503615655915828e-07,-2.070082295447242e-11,-3.4361687179353e-11,-4.808663468454452e-11,-6.135646200963709e-11
-0.8925,2.999998936990282,6.137223932788113e-07,-3.7129969212483015e-11,-6.16272061803938e-11,-8.624186853086312e-11,-1.1002226878712111e-10
-0.8875,2.9999981711561934,1.055871965788625e-06,-6.544376744286836e-11,-1.086114575651938e-10,-1.519906616412122e-10,-1.9386651433304702e-10
