h,h*um,h*alpha1,h*alpha2,h*alpha3,h*alpha4,h*alpha5,h*alpha6,d_h,d_h*um,d_h*alpha1,d_h*alpha2,d_h*alpha3,d_h*alpha4,d_h*alpha5,d_h*alpha6,viscosity,slip length,order
3.438182818208634,1.5660831744627093,1.1223334061187988,0.7445233988529842,0.7665078272138653,0.7997722629780744,0.7590384360754052,0.7372293405882445,173.1937848390013,125.24588717104128,82.73275396095472,74.45233988529843,74.37815296198895,75.38959064973494,75.01966701062182,73.72293405882445,0.05,0.05,0.0
3.1714753584589293,1.4436851529817594,0.5722464465626673,0.37429528313866817,0.40372725473563503,0.32929737608585197,0.30451663432002796,0.29438162612936164,161.02836639743606,142.76161839564412,31.436882261312835,29.773991809713905,29.74879480496681,30.27252852976343,30.040477358972712,29.438162612936164,0.05,0.05,0.0
2.0,2.0568893094906575,0.6397461838301987,0.36836106131911167,0.3525315704079284,0.26895321678898293,0.29175098643567604,0.24154545938601213,97.2072287858742,100.62244870740287,25.360884042274982,2.6906593925413613,3.30730452620899,3.4615746586395684,4.347085956950644,4.187454005719775,0.05,0.05,0.0
2.0,1.3207452696389177,0.3668349669975279,0.23619715358986249,0.22605021688140384,0.16736875404185214,0.1733566106080086,0.13775019813385211,88.6416298739451,68.34394799379625,8.218947933744374,2.4972520067999158,3.243497205046436,3.483264823336618,4.301072629955997,4.016015946264587,0.05,0.05,0.0
2.0,0.8887198165413733,0.2016589572536278,0.1582863694231229,0.15162032179915966,0.11156318793773745,0.11505326683867474,0.090809724088519,80.95521753853151,56.03231560120465,4.126848201806799,2.668151063334395,3.4854711300245063,3.7927118145085377,4.627926892493514,4.3320651381852935,0.05,0.05,0.0
2.7215085361622964,1.9739060077302735,0.24763332522863485,0.16415763543666897,0.16945333430968532,0.17885499194710944,0.21884331178073702,0.19979779394094827,93.97048507813858,184.13550519359305,5.049397527367594,1.6872617816971747,2.2307049665270444,2.5443210561522376,3.125481395977592,3.5575793923293375,0.05,0.05,0.0
2.352974093927818,0.9879370484283352,0.17030280850099627,0.13543456165645157,0.12450137588489635,0.09143378414860355,0.11193540027610711,0.10199371591735543,86.59635506323204,84.40539032346047,3.5255196190234956,2.1326196477409396,2.8356064163994525,3.062611130535444,3.7784546541133093,3.3989556606192837,0.05,0.05,0.0
2.13917614081194,0.6683694948578396,0.1227142619877899,0.11815728729734584,0.1116361134030435,0.08072444519978893,0.08489497019681293,0.06744608281114384,79.98302613877706,50.53690254139098,3.2292780737188065,2.5752634624511064,3.395712595543263,3.6618387256118274,4.506509697429823,4.1702010283184565,0.05,0.05,0.0
2.0,2.0867707966703524,1.7667034768269578,1.0,1.0,1.25946620531929,1.0691492886838092,1.0,97.0477857180532,100.9466925355026,47.091964989656056,50.03194716106145,49.91569198985467,50.014905338810024,50.62969308300343,50.67552204351126,0.05,0.05,0.0
2.0,1.3241557243175435,1.0983347358392943,0.5,0.5,0.657188367778119,0.5531593003782436,0.5,89.3124277463451,65.71104270920287,23.109302612208932,24.955409702584006,24.85688144875051,25.198333979243092,25.541528360331956,25.23040964971991,0.05,0.05,0.0
2.0,0.8885048687122794,0.5232837892146196,0.2191529236382169,0.2178972935716292,0.30081001854041706,0.25512785670314764,0.2,81.2133777688286,55.56482595026708,10.052260817296277,9.982039711101807,9.796661771606695,10.645997605534756,10.941912492637677,9.832040860792977,0.05,0.05,0.0
2.756362296237342,1.9746362447999477,1.7415746240111822,0.9910064521161476,0.9897974330307804,1.0912368434102921,1.0054458491429585,0.9759457787303644,94.72483628246898,186.76001429300152,116.33785080279173,99.10064521161476,98.97974330307804,100.78112359541988,99.98782744344135,97.59457787303643,0.05,0.05,0.0
2.360660024655945,0.9879526155257029,0.7274873302692382,0.4948704605056366,0.49432400492681855,0.5492492283995559,0.5039567572728451,0.48499877657596835,87.42927144994539,85.65343353136184,56.031578767761026,49.487046050563656,49.43240049268186,50.664307030342904,50.03982345157852,48.499877657596834,0.05,0.05,0.0
2.1403069411106044,0.6682480441457753,0.24329134840866512,0.20862234912995203,0.21571511373267477,0.22055645497911638,0.20182057087822683,0.19299474171965625,80.24827403578647,50.16926823215339,21.200181246742382,19.77770908513396,19.76151370276126,20.402659881713152,20.018750967545433,19.299474171965624,0.05,0.05,0.0
1.5,1.5082232022938957,0.39474750786618384,0.29916501237463,0.26311217687127125,0.18552118583432053,0.1939979050708793,0.15564723739729383,49.20417399135706,50.09081181162062,8.214213230322315,1.1275166964394678,1.346889197602874,1.395941652428914,1.8669491738306703,2.0804939630748365,0.05,0.05,0.0
1.5,0.8890019391820685,0.20163580659816088,0.17555291313355673,0.15428135696040224,0.10615944897726541,0.10713373661632278,0.08328923835679336,44.62499643569393,32.78141138401177,2.253867738259796,1.059263790854517,1.305481797622178,1.295813292946111,1.548920132617328,1.6228224048047044,0.05,0.05,0.0
1.5,0.5209949002967873,0.09175391278249984,0.10256759405166435,0.09017187373322885,0.06176675265852361,0.06218163293150779,0.048075831544786035,40.334753886288176,26.559325869698718,1.4111765167240955,1.0673383637167577,1.3341106347236424,1.3493942607937033,1.6110730846219778,1.3728593376512914,0.05,0.05,0.0
2.1283075290711073,1.479653598538751,0.1585111459542708,0.12445046893201653,0.14724068781538768,0.13726273837319192,0.16145476198354833,0.1375741789357682,51.749911647046986,140.402871116671,4.63229007075893,1.5792706853419332,2.181395829592901,2.6605896364749584,3.2785889456475785,3.646355567551468,0.05,0.05,0.0
1.8063225276222605,0.7405375637431414,0.08137838994225653,0.08306241903532172,0.07545625929654504,0.0704941387770031,0.08241040279817244,0.06947067339518585,43.48964473579437,64.42267403736466,1.065748439151413,0.7745635060262129,1.0488424085685562,1.2722376234978316,1.5683525094112354,1.7244639420622452,0.05,0.05,0.0
1.6206028908843797,0.3467644062537558,0.051351307532415534,0.06587296988789587,0.056893810793686196,0.03901514732599476,0.03954068099001188,0.03063211856261352,39.78381788058611,24.54803050639546,1.0350860088465859,0.9825478170754444,1.2472876401018251,1.2739414664833841,1.5341157410286335,1.2879845555046585,0.05,0.05,0.0
1.5,1.5232992512081711,1.1520207880662219,0.75,0.75,0.9101315242932058,0.7664888279380871,0.75,48.95068188372817,50.232003433795015,23.97538668479795,25.024584687097907,24.94654075376888,24.998119485856773,25.430970986052404,25.461280838694183,0.05,0.05,0.0
1.5,0.8894817432226895,0.6489524899539237,0.375,0.375,0.4656167581820451,0.38831845136929355,0.375,45.009571130946654,31.260490096631493,10.05327546950084,12.472613973144258,12.407032149326517,12.605907361690733,12.866964045923359,12.65506160374862,0.05,0.05,0.0
1.5,0.5207088405236125,0.27723559877458803,0.15000000000000002,0.15000000000000002,0.20149829798538177,0.1660237003599232,0.15000000000000002,40.50378560992882,26.289631456752073,4.608267597409389,5.057064583859494,4.86362869087594,5.716413355825632,5.68606860674651,4.880491349611235,0.05,0.05,0.0
2.163592201279345,1.4804727322019042,1.3639090670639218,0.7414519473329331,0.740664192980857,0.8310781805420215,0.7501346462132032,0.7233366034491951,49.09975530659696,142.13455283941823,93.66913236706017,74.14519473329331,74.06641929808569,76.10982739326525,74.94072689102829,72.33366034491951,0.05,0.05,0.0
1.8142857144553397,0.7406025035661283,0.5654428038182863,0.3698849117264495,0.3695784507199382,0.4174308678634876,0.37477775523157675,0.3575642597020839,43.98888509150203,65.43401818588545,42.49748157961069,36.98849117264495,36.95784507199382,38.34619171974119,37.477775523157675,35.75642597020839,0.05,0.05,0.0
1.6216419134095925,0.3464073990758557,0.18163846897568664,0.14769677434554696,0.14765719143915507,0.1674004889968614,0.1499421181049966,0.1415303543419619,39.9590858835106,24.315884691197695,16.051896971490955,14.769677434554696,14.765719143915506,15.477259532306242,14.972735851479479,14.15303543419619,0.05,0.05,0.0
1.999911780688381,2.0172626403104514,0.28807478865921265,0.33663041327102383,0.33705039526268143,0.2595180329286489,0.28826179526497436,0.23992452036712078,2.7116828907995494,3.846268504910011,0.4606045942615766,0.5762952450622308,0.800540567134206,0.9998640100924558,1.2278033408675062,1.3947137699204988,0.05,0.05,0.0
1.9998658933250406,1.2591684942911887,0.16814139272251744,0.20400455987514146,0.20640190918612075,0.16000695548933044,0.16105274093652233,0.12627388043217996,2.711511294014124,2.997601508458758,0.325258180589974,0.35694446875080676,0.4947791434583699,0.6136487794357964,0.7541245909339683,0.8483805758859311,0.05,0.05,0.0
1.9998247157262323,0.8296556363905617,0.09845225720319609,0.12501590970506346,0.12916115813841467,0.10269436618225934,0.09468696387290006,0.0650695369027131,2.7113573094947885,2.7620831534762966,0.2633010997705257,0.3516601853429488,0.3889542389263707,0.33466479253325687,0.37531041650074937,0.389894743453661,0.05,0.05,0.0
1.9961900640148056,1.231736089775708,0.26104702840368016,0.22874381516735784,0.21296306982389993,0.15260955327460052,0.15642248049431118,0.12345533166615982,46.055401111525484,103.40663235003609,7.840691129563432,1.6797041302072677,2.287181673225844,2.704483375344615,3.3382637663879757,3.510537710362664,0.05,0.05,0.0
1.9975274209314366,0.901241939658254,0.1421308300966813,0.1530559298347269,0.14989398857325728,0.1120085945223998,0.10346487417257018,0.07457963170582782,21.235487599514325,47.97254759008984,1.3348424517973883,0.8219842257389476,1.113902422236722,1.2915294896317777,1.5934966061950075,1.6717192012656918,0.05,0.05,0.0
1.998799469314661,0.6827922605628516,0.08578886972340591,0.10489595080564935,0.10761873158573516,0.08480674668038939,0.07586630469920802,0.04951268036233391,8.685780805733856,17.901895013572535,0.3567646570368399,0.3895012655059923,0.43106991834652086,0.4970274758707401,0.6133194533134564,0.6263774394162193,0.05,0.05,0.0
1.9999138388589977,2.018478644982402,1.0722825423529834,0.9941325402582893,0.9932463981181532,1.2267122418782075,1.0514012217789082,0.9776448475968349,2.71171613254626,3.512889810821007,1.6955523863989685,1.4850231301614059,1.3546167842884094,2.0527697970630143,1.9631935795398348,2.9793771206343744,0.05,0.05,0.0
1.9998702923203893,1.2546792261771431,0.5563598903895633,0.4959265371800107,0.4953178295925741,0.6161429234340078,0.5257129142991818,0.4844934938162088,2.7115392892912205,2.925718758339846,0.9833576140006017,0.770288282589035,0.7243952261478781,1.1057177910637928,1.015594593922453,2.024842708799157,0.05,0.05,0.0
1.9998262313072583,0.8293244407672553,0.25053980969830814,0.1979867864604198,0.19768872125309567,0.2559079243942075,0.21071071743022682,0.19234562837708757,2.7113655185702967,2.7620578515217042,0.5175633151513842,0.4377333026166927,0.4443733840683209,0.5452676610378487,0.47995130146284704,0.9826836582428305,0.05,0.05,0.0
1.997001877210619,1.2089037909966582,1.1166590063861914,0.5339649505011699,0.5340633509408271,0.6433483098798741,0.5414089369094158,0.5117930337055462,42.066504524529044,104.3548872487623,73.40790444458035,53.39697671464318,53.40700525060043,55.70832648097853,54.01176807866644,51.18048536116394,0.05,0.05,0.0
1.997633992813297,0.8912807901248687,0.5475854785710541,0.2658525246087711,0.26604047749777743,0.33562608755244255,0.2721975424939093,0.2502240011890254,21.32143391378982,48.38059209373432,31.114604817711065,26.586339043205424,26.605554388836712,28.17810664124753,26.93407977515397,25.02498945214342,0.05,0.05,0.0
1.9988024222565481,0.6807661277691555,0.2137138806235963,0.10616528731860128,0.10630428550997915,0.16427683234280463,0.12372021604085226,0.09921672238429882,8.775298253825369,17.96339247342936,11.767957921891524,10.617921334759545,10.63235680531548,11.380409076129384,10.739644732781905,9.902703722716483,0.05,0.05,0.0
1.499980588093311,1.4986922773746703,0.22305392173897276,0.27729159901331335,0.25589609210871567,0.1832514406371015,0.1934389965436533,0.15530875880259318,0.95887236595249,1.1040566299820753,0.378850451742184,0.6221128432130519,0.8637217952076639,1.076837848420357,1.3226052366049588,1.4986835018304845,0.05,0.05,0.0
1.499968620687184,0.8149804857589991,0.12102946021900277,0.1518452033555911,0.1405224685636374,0.09971353031432544,0.09819018757865285,0.07778238147118215,0.9588395371004532,0.9253664164074138,0.24014046383872642,0.3927815803727726,0.5439422421352134,0.6726039142414567,0.8268104546501495,0.9262992498109135,0.05,0.05,0.0
1.4999574083773297,0.44431738758993533,0.060580359143936634,0.07721286167880127,0.07271311415169816,0.05271558049024694,0.043373254838278835,0.03215020390602101,0.9588087796198907,0.9073731472615587,0.11447116798493101,0.18650559545595533,0.2576580217553786,0.3162403407479055,0.3889712561970329,0.4312940945695164,0.05,0.05,0.0
1.6960049307201592,1.1347101525756658,0.21667210460235029,0.18102026712891656,0.15766057496280625,0.11674930325958975,0.12443985868996794,0.09858349796182996,47.011052954278405,108.87597284192967,6.309820011300651,1.6639633185559888,2.2709021722096328,2.7066389370758794,3.340017918011001,3.5563830855289122,0.05,0.05,0.0
1.4981688908302917,0.5699820123441494,0.09953638854754525,0.10677097625907281,0.09534826416708768,0.06803567095387023,0.06566104426079106,0.0502590250597476,21.845493387983826,50.092431755418495,0.9075825118990785,0.801139364468276,1.0873025382449584,1.2804941931142277,1.5799391425302438,1.6662125475430303,0.05,0.05,0.0
1.4990969795818374,0.33376238940714525,0.048228080224287775,0.059209997295082736,0.05547897061154385,0.03992039251900608,0.031916335419321734,0.021957244261430645,9.106527762123173,18.2111461639388,0.21670659957577637,0.3018271283546349,0.40854380192176226,0.47115647839731795,0.5815240557871237,0.6108105986228266,0.05,0.05,0.0
1.4999804985071716,1.4989299429657148,0.8521645029809987,0.7436795540861032,0.74315903888456,0.8992644431426777,0.7645833436200912,0.7238077919424115,0.9588767168028589,1.0629118142158722,0.48544741057960916,0.6613843662144181,0.637001118186109,1.154506350824125,0.676033200635473,3.111053111850215,0.05,0.05,0.0
1.4999697908546115,0.8165718175348794,0.43023817739167647,0.37046855593390454,0.3701076860440277,0.44948579325298926,0.3820200233935565,0.3563011326845887,0.9588450731196074,0.9250716208952681,0.2426941158467144,0.4702045601996774,0.4521608748991768,0.7984821005753706,0.3451751823378868,2.1845159234404887,0.05,0.05,0.0
1.4999578780178857,0.44492600329857224,0.1825646875574267,0.14770060659002587,0.14752296789161742,0.18003897398379182,0.1526917006027063,0.14054991049122992,0.9588106130642204,0.9072325078714805,0.12377277164779543,0.23676411749396775,0.22741335179876504,0.3928389821002326,0.1756310170843725,1.0882011435159336,0.05,0.05,0.0
1.7195582359201789,1.1351788594899102,1.1011724323681311,0.5643616406243819,0.5643017032944558,0.6511393357444168,0.5709201042131178,0.5429463733664099,43.216385698027544,109.93873151269979,76.35704835300325,56.43659606992699,56.430771827669666,58.69442636798144,57.09108147178775,54.29570422547049,0.05,0.05,0.0
1.498338942906349,0.5686283425946851,0.4671005763895286,0.281098742077277,0.2811940561164795,0.3265848009339323,0.28491527702226543,0.2660702572203457,21.821138313139897,50.896381495094225,32.78905576856628,28.110837018222778,28.120742216954646,29.670429508968283,28.48948156364933,26.60934322771975,0.05,0.05,0.0
1.4991021566716383,0.33235656094613325,0.1660146252562219,0.11208881249652364,0.11222507702593057,0.13153462856670153,0.11388794739371522,0.10444519170065135,9.177914918877006,18.300558254861475,12.392902078034675,11.210487804316564,11.224731892922202,11.970964153803518,11.34549555643216,10.448298946738541,0.05,0.05,0.0
1.1999972267557917,1.1986418748230292,0.19836682840092726,0.24139809579884872,0.20395087678128326,0.13745943025630963,0.13989916862656834,0.10902580387947625,0.24259772348329545,0.2537112523467666,0.4014898072314674,0.6592992045937678,0.9153589559154655,1.1412524884924258,1.4017161139920074,1.5883963461581707,0.05,0.05,0.0
1.1999952608814177,0.5991245496617216,0.10227693716831204,0.12404412558575263,0.10436042383243638,0.06937781386968545,0.06980282040222971,0.05416947263252626,0.2425930662512954,0.1840949957192639,0.2586112063168325,0.4228687695043931,0.5854946235692103,0.7235424898867314,0.8894760951687509,0.9956615497088801,0.05,0.05,0.0
1.1999933529426599,0.26051604577127996,0.04418536642261343,0.05370132913181318,0.045409577869136915,0.029355606198024287,0.02806418872895463,0.021596714758992865,0.24258854627094983,0.16585104026603792,0.12511072727823477,0.20363917225709277,0.2811916031854845,0.3446231714806976,0.4239214174118786,0.46909649920669805,0.05,0.05,0.0
1.66774155188364,1.1079294460501994,0.21094502974806734,0.15438983236976686,0.13257019406183457,0.10355903845169756,0.11466637979378404,0.09250037737532017,47.3119421351303,106.68290807743908,6.581019353626847,1.6638487641766369,2.2691826754690383,2.6959802491692364,3.327398839665665,3.523734111149522,0.05,0.05,0.0
1.3871071968774156,0.554713483485725,0.08462566671320489,0.08353474977713965,0.07115874266219767,0.054030592531803104,0.058406436818133414,0.046084732902850666,21.13251140652239,49.08267571338739,0.8613439875356538,0.8012075599132813,1.085231124090587,1.2756419283061913,1.5740986461508053,1.6499594887490605,0.05,0.05,0.0
1.2253935760321937,0.2224931697196882,0.03224942110180134,0.03748053440791159,0.03186514823510888,0.023277250000448023,0.024159713569406396,0.01873835786338132,8.740053174116902,17.665602408613044,0.21607165659044247,0.29701864526381955,0.4003915998392023,0.4639370577853016,0.572277504658329,0.5965201634272351,0.05,0.05,0.0
1.1999971087653056,1.1989195193380833,0.7429136028003229,0.5933032140107972,0.5931717570120631,0.7053942053755822,0.6020929398090389,0.5703264252658703,0.24259736140122,0.250796854785329,0.31282771205756177,0.6620694264409033,0.6386901237958376,1.199409187011824,0.4904156731456777,3.161276224771109,0.05,0.05,0.0
1.1999954498863088,0.5992074287893026,0.37183362792121827,0.2950918960988164,0.2950104464981589,0.35225116803864226,0.3008550834181439,0.27843389400152885,0.24259348978277195,0.18496934770121376,0.22376313777203172,0.488188832160405,0.4708458382718689,0.8491021537563537,0.3590937270101763,2.2836179080627184,0.05,0.05,0.0
1.1999934409337583,0.26128237007390887,0.1507080575426091,0.1174592687639312,0.11742383916692008,0.14074421145689933,0.12029543186220583,0.10892674291880956,0.24258875056897278,0.16599420455495895,0.11444262629772273,0.2531323742324565,0.2440851888926468,0.426402976635705,0.18723751266511712,1.1652189678167502,0.05,0.05,0.0
1.6980797927822842,1.108675975089173,1.070738308996013,0.5526546511665671,0.5524952159523477,0.6273318432201613,0.5589004264495038,0.5307661171766597,43.45441927051654,107.72315229033924,75.13070793555742,55.265615421578104,55.24973082694486,57.50465726282686,55.889719709452564,53.07698223768597,0.05,0.05,0.0
1.3928555679816108,0.5547760182718724,0.4334378320192316,0.2752536897152632,0.27532580565371456,0.31438519647293023,0.2788727972578388,0.2599401729375949,21.10571729839068,49.8772523382249,32.13177619577553,27.525705531356476,27.53304762884286,29.07608451161509,27.886565440875632,25.994825047597068,0.05,0.05,0.0
1.2263148844116278,0.222479889006129,0.14344186532530398,0.10973567213465654,0.10988566513391942,0.12599944501049323,0.11119162561929331,0.1018524467770235,8.73094280148734,17.829924113700326,12.140430923276272,10.974153292789092,10.989377310764441,11.730176488051784,11.099636748060778,10.186615272449659,0.05,0.05,0.0
3.0,3.2436913034402592,1.2251350709866777,0.48885121699827533,0.524373227411811,0.4414812428778075,0.5172120553009972,0.44359447920851663,190.90323881476382,203.75984847733946,69.30080761561996,6.858258948178237,8.145748940657347,9.113977920308397,11.850683312806993,11.534972664087988,0.05,0.05,1.0
3.0,2.2815584494515084,0.7296886048940185,0.34333120483933416,0.37046043815820856,0.30377597002094925,0.33640351552071407,0.2775175546273594,175.42492601137036,147.466028448828,30.937072557133348,6.21005999641134,8.142734219053532,9.408849085282048,11.730600631367752,11.746796144791741,0.05,0.05,1.0
3.0,1.7317985931879956,0.45926438017767895,0.2566167691397683,0.2787168373182445,0.22932327384324871,0.2502452930904918,0.2036511940130311,162.29249590280844,141.84143442207426,17.430422176857647,6.5582366181398415,8.858508765946404,10.185042411682321,12.575183377873469,12.996923648120756,0.05,0.05,1.0
3.877185829613042,2.9626536089658653,0.5626964874288285,0.2639304189083218,0.2624087891151371,0.2261760015343736,0.27943675979969695,0.2933935946019228,185.1855163465211,269.44270233424,21.2437715619239,4.761513923266074,6.4884091655391165,7.417468461469144,9.331505947491081,8.936221225766275,0.05,0.05,1.0
3.4310146594422317,1.567339931231311,0.38555824622177887,0.2346593682451877,0.24349485934150922,0.19130498379668315,0.2140163687091892,0.17773840493147292,171.91774473982107,125.93410978340557,14.168914394346901,5.658818142242978,7.648389954561916,8.868507036343438,11.054204856259103,10.965949169417897,0.05,0.05,1.0
3.1702327966942287,1.4439698335230644,0.3521190711153984,0.2143876384352141,0.2290645539173834,0.18537588212865597,0.2022016577400317,0.1664307121593668,160.66853514765998,143.17280342202892,12.723758267104792,6.446243173307196,8.74929537252352,10.088014197809365,12.53377250955665,12.833469282830912,0.05,0.05,1.0
3.0,3.294612906321761,3.481434390735629,1.6059759874887092,1.5,1.9906253079081435,1.733936899036646,1.5,191.28973863468326,204.34469981576186,136.6126476195161,100.0296593301081,99.87910832776015,100.10196578090657,100.80224861692636,100.83603464465673,0.05,0.05,1.0
3.0,2.28910439633146,2.277858062638101,0.8329303573195339,0.75,1.0691173527074767,0.9303493513975584,0.75,176.51127123302243,144.80627813581833,90.46275142611194,49.93182676802267,49.80394324134619,50.42746312329488,50.78480382636875,50.27180177702174,0.05,0.05,1.0
3.0,1.7317209869578758,1.1854412693944487,0.39424542796491424,0.4022125060046504,0.5261398585019716,0.47220742097556084,0.30238293770505364,162.64712166152523,137.91333627423882,44.097597863632096,19.841654550740284,19.733877258077076,20.560776524029475,20.87252761196793,19.781306115435594,0.05,0.05,1.0
3.911366386219887,2.96320374288831,2.4747232682052096,1.4897730496467727,1.4881349006213564,1.5742559840714383,1.5110028017674602,1.477895842107248,186.7964096118504,273.7045726100891,171.5917080195373,148.97730496467727,148.81349006213563,150.24077301801503,149.89072864296116,147.7895842107248,0.05,0.05,1.0
3.438182818208634,1.5660831744627093,1.1223334061187988,0.7445233988529842,0.7665078272138653,0.7997722629780744,0.7590384360754052,0.7372293405882445,173.1937848390013,125.24588717104128,82.73275396095472,74.45233988529843,74.37815296198895,75.38959064973494,75.01966701062182,73.72293405882445,0.05,0.05,1.0
3.1714753584589293,1.4436851529817594,0.5722464465626673,0.37429528313866817,0.40372725473563503,0.32929737608585197,0.30451663432002796,0.29438162612936164,161.02836639743606,142.76161839564412,31.436882261312835,29.773991809713905,29.74879480496681,30.27252852976343,30.040477358972712,29.438162612936164,0.05,0.05,1.0
2.0,2.0568893094906575,0.6397461838301987,0.36836106131911167,0.3525315704079284,0.26895321678898293,0.29175098643567604,0.24154545938601213,97.2072287858742,100.62244870740287,25.360884042274982,2.6906593925413613,3.30730452620899,3.4615746586395684,4.347085956950644,4.187454005719775,0.05,0.05,1.0
2.0,1.3207452696389177,0.3668349669975279,0.23619715358986249,0.22605021688140384,0.16736875404185214,0.1733566106080086,0.13775019813385211,88.6416298739451,68.34394799379625,8.218947933744374,2.4972520067999158,3.243497205046436,3.483264823336618,4.301072629955997,4.016015946264587,0.05,0.05,1.0
2.0,0.8887198165413733,0.2016589572536278,0.1582863694231229,0.15162032179915966,0.11156318793773745,0.11505326683867474,0.090809724088519,80.95521753853151,56.03231560120465,4.126848201806799,2.668151063334395,3.4854711300245063,3.7927118145085377,4.627926892493514,4.3320651381852935,0.05,0.05,1.0
2.7215085361622964,1.9739060077302735,0.24763332522863485,0.16415763543666897,0.16945333430968532,0.17885499194710944,0.21884331178073702,0.19979779394094827,93.97048507813858,184.13550519359305,5.049397527367594,1.6872617816971747,2.2307049665270444,2.5443210561522376,3.125481395977592,3.5575793923293375,0.05,0.05,1.0
2.352974093927818,0.9879370484283352,0.17030280850099627,0.13543456165645157,0.12450137588489635,0.09143378414860355,0.11193540027610711,0.10199371591735543,86.59635506323204,84.40539032346047,3.5255196190234956,2.1326196477409396,2.8356064163994525,3.062611130535444,3.7784546541133093,3.3989556606192837,0.05,0.05,1.0
2.13917614081194,0.6683694948578396,0.1227142619877899,0.11815728729734584,0.1116361134030435,0.08072444519978893,0.08489497019681293,0.06744608281114384,79.98302613877706,50.53690254139098,3.2292780737188065,2.5752634624511064,3.395712595543263,3.6618387256118274,4.506509697429823,4.1702010283184565,0.05,0.05,1.0
2.0,2.0867707966703524,1.7667034768269578,1.0,1.0,1.25946620531929,1.0691492886838092,1.0,97.0477857180532,100.9466925355026,47.091964989656056,50.03194716106145,49.91569198985467,50.014905338810024,50.62969308300343,50.67552204351126,0.05,0.05,1.0
2.0,1.3241557243175435,1.0983347358392943,0.5,0.5,0.657188367778119,0.5531593003782436,0.5,89.3124277463451,65.71104270920287,23.109302612208932,24.955409702584006,24.85688144875051,25.198333979243092,25.541528360331956,25.23040964971991,0.05,0.05,1.0
2.0,0.8885048687122794,0.5232837892146196,0.2191529236382169,0.2178972935716292,0.30081001854041706,0.25512785670314764,0.2,81.2133777688286,55.56482595026708,10.052260817296277,9.982039711101807,9.796661771606695,10.645997605534756,10.941912492637677,9.832040860792977,0.05,0.05,1.0
